,0,1,2,3,4,5
35,0.15951188,0.0,0.7511514,3.2951,0.77047753,0.0
36,0.16532978,0.0,1.8247795,6.944219,2.078339,0.0
37,0.20545802,0.0,0.857943,3.5578988,0.8888314,0.0
38,0.19401507,0.0,0.85043776,3.6043816,0.83899015,0.0
39,0.15571597,0.0,1.882156,6.956668,2.3418603,0.0
40,0.18647598,0.0,1.4483645,5.54933,1.7278566,0.0
41,0.36089128,0.0,1.4648399,5.328461,1.4666889,0.0
42,0.29038954,0.0,1.253251,4.7485995,1.3308554,0.0
43,0.23333278,0.0,0.47632918,2.2116148,0.40906948,0.0
44,0.25789252,0.0,1.1405044,4.325158,1.24179,0.0
45,0.15994711,0.0,1.2584645,5.032923,1.3212874,0.0
46,0.19068706,0.0,1.2417368,4.8313336,1.3572903,0.0
47,0.34647262,0.0,1.6323605,6.0941486,1.4657754,0.0
48,0.31791645,0.0,0.93550295,3.6391091,0.8097067,0.0
49,0.40660548,0.0,1.1500963,4.302119,0.91410303,0.0
50,0.4663813,0.062331237,1.8850602,6.622754,1.660937,0.0
51,0.36873287,0.13043866,2.027614,7.2276692,1.8072262,0.0
52,0.47217983,0.0,1.2770433,4.569576,1.099123,0.0
53,0.45101804,0.06434298,1.6158628,5.6868205,1.4224495,0.0
54,0.45465124,0.0,0.98314685,3.7789745,0.63822323,0.0
55,0.5178963,0.0,1.2491325,4.5947804,0.8979486,0.0
56,0.39647985,0.0,1.4512022,5.4232755,1.281511,0.0
57,0.5497503,0.0,1.0748367,3.9004748,0.7549026,0.0
58,0.49059057,0.06627431,1.6311026,5.7734118,1.3353282,0.0
59,0.49249262,0.0,0.68850577,2.7043612,0.27321738,0.0
60,0.5005155,0.0,0.724591,2.7631292,0.30365086,0.0
61,0.5325837,0.0,1.6214948,5.6351433,1.4536366,0.0
62,0.4777702,0.0,1.5056262,5.3407135,1.2861639,0.0
63,0.45484203,0.0,1.3702425,5.054104,1.1747284,0.0
64,0.44512814,0.19870809,2.1519759,7.3718543,1.9126389,0.0
65,0.43049628,0.0,1.0291034,3.8515565,0.8114016,0.0
66,0.5150517,0.0,1.4063475,4.891824,1.176935,0.0
67,0.47731185,0.0,0.89584535,3.30754,0.57360154,0.0
68,0.58393073,0.3441828,3.1359925,10.057211,3.109189,0.0
69,0.57735837,0.1483118,2.3010564,7.360685,2.2779617,0.0
70,0.4457224,0.0,2.1477199,7.401,2.2798893,0.0
71,1.0007061,0.33619615,3.405682,10.323881,3.1139119,0.0
72,1.8671337,1.0376835,4.9512496,13.144025,4.286354,0.0
73,1.594547,1.0605254,4.671906,12.740123,3.9160964,0.0
74,1.4656572,0.81907237,4.791984,13.782126,4.8134027,0.0
75,0.0,0.539448,2.8309755,9.756814,4.5574636,0.0
76,1.4030035,0.8130741,4.6580253,13.251379,4.3488927,0.0
77,0.16562462,0.0,2.1040025,7.809579,2.456848,0.0
78,1.2665994,0.7772476,4.7340407,13.536344,4.177664,0.0
79,0.7764044,0.84033084,3.5401375,11.708587,3.9422,0.0
80,0.46125257,0.07944522,2.3126218,7.8218374,2.5185952,0.0
81,0.4663548,0.0,3.3892348,11.508627,3.9099205,0.0
82,0.5880795,0.088082425,3.9135094,12.930341,4.363314,0.0
83,0.6380143,0.16424721,4.165274,13.375317,4.637988,0.0
84,0.6512664,0.0,3.5058668,11.438996,3.8496783,0.0
85,0.3291387,0.0,3.439653,11.998426,3.7527668,0.0
86,0.122202,0.73541486,4.5105166,14.648297,4.849828,0.0
87,0.54337573,0.69296265,3.0926495,11.009424,3.6926203,0.0
88,0.6585386,0.15319625,3.5510647,11.354604,3.7409391,0.0
89,0.45346135,0.1436151,4.0121956,13.560865,4.3942657,0.0
90,0.6084546,0.40086946,3.759403,12.455246,4.3848357,0.0
91,0.3833397,0.27153078,3.4641418,11.65868,3.8652213,0.0
92,0.7195784,0.49619326,3.4828117,11.383614,4.1720576,0.0
93,0.102647975,0.555272,3.787078,13.704485,4.484958,0.0
94,0.9579137,0.57931983,3.8133976,12.323418,4.242683,0.0
95,0.4191332,0.35000572,3.3550384,11.240778,3.4253986,0.0
96,0.34945178,0.8293862,3.763968,13.617357,5.0875816,0.0
97,0.5189474,0.6872241,4.2675805,14.007429,5.0540977,0.0
98,0.30315983,0.15302125,3.8803523,13.311824,4.2903247,0.0
99,0.31554288,0.0,3.817719,13.392933,4.3552322,0.0
100,1.1659482,0.68293464,3.8245537,12.698164,4.476036,0.0
101,0.0,0.0,51.403076,14.17566,2.9274135,0.0
102,0.0,0.0,3.4792473,12.826016,4.112038,0.0
103,0.89140505,0.533445,3.8824172,14.303264,4.9401994,0.0
104,0.42781115,0.32181737,3.8831306,13.023273,4.166009,0.0
105,0.752528,0.5443065,4.152559,14.909084,5.099949,0.0
106,0.0,0.5750316,4.031972,13.446473,4.9951177,0.0
107,0.51542413,0.62985337,3.8037133,13.007231,4.5569825,0.0
108,0.7577925,0.18801668,3.902945,12.54455,4.15237,0.0
109,0.43053102,0.20542142,2.8805814,9.677127,3.16088,0.0
110,0.6780107,0.64681107,3.6076148,12.522168,4.115115,0.0
111,0.38216507,0.0,1.5246409,5.521967,1.5489776,0.0
112,0.36752132,0.055191204,2.2428882,8.084105,2.2828789,0.0
113,0.3651982,0.4361356,3.2492785,10.775789,3.4608595,0.0
114,0.38868093,0.064898536,2.4125757,8.60905,2.4617023,0.0
115,0.46819752,0.0,0.47297314,1.8904073,0.114113495,0.0
116,0.32629293,0.0,3.2176256,11.673537,3.4699824,0.0
117,0.38093442,0.06763349,2.3793023,8.412107,2.5760362,0.0
118,0.4475981,0.0,0.7732525,2.9451742,0.4844634,0.0
119,0.18085167,0.05851931,2.0800962,7.3997107,2.740836,0.0
120,0.9861277,0.38470337,3.530221,11.0690365,3.0635948,0.0
121,1.5287472,1.353745,4.799667,12.678857,4.0150223,0.0
122,0.23225752,0.7090507,2.9097645,10.061821,4.4446783,0.0
123,0.060556628,0.0,3.3843436,13.600113,3.5107155,0.0
124,0.0,0.66426516,3.135801,11.027067,5.236829,0.0
125,0.18282114,0.31427857,2.75358,9.771168,4.710061,0.0
126,0.0,0.49690917,2.621455,9.674288,5.444851,0.0
127,1.0874404,0.5103361,4.54536,13.249108,4.6637278,0.0
128,0.12431978,0.55112934,2.7003703,9.812792,4.0706134,0.0
129,1.3344405,0.39351404,2.6277902,6.7864585,1.9728334,0.0
130,1.1244565,0.2550189,2.0020056,5.4465637,1.3652542,0.0
131,0.1546306,0.15175349,1.435206,5.164083,2.1060042,0.0
132,1.156099,0.8404985,4.353517,12.357928,3.9624293,0.0
133,1.402155,0.6375775,3.2481103,8.485201,2.6282806,0.0
134,0.18382129,0.0,2.6015186,10.135148,2.6501288,0.0
135,1.3996916,0.61864084,4.0097084,11.011213,3.5292602,0.0
136,0.0,0.12765878,1.806428,6.20282,3.4940383,0.0
137,0.0,0.3449872,2.2827516,7.7971997,3.2164974,0.0
138,1.2800193,0.40319115,2.7969606,7.480324,2.2092478,0.0
139,1.1026222,0.6645174,4.0046115,11.955631,3.9663556,0.0
140,0.0,0.6282933,2.6890204,9.115491,4.6609163,0.0
141,1.2997735,0.4386954,3.0663633,8.377328,2.357706,0.0
142,1.599824,1.0675194,4.7127924,12.539766,4.229709,0.0
143,1.486978,0.702238,3.447769,8.754352,2.734736,0.0
144,0.0,0.0490401,2.3537307,8.274707,4.1593,0.0
145,1.1853851,0.31329325,3.4557765,9.887563,3.0688667,0.0
146,1.6453282,0.7334819,4.1010137,10.779445,3.225975,0.0
147,1.5555636,0.5394552,4.142743,10.971907,3.818551,0.0
148,0.20973797,0.0,2.9744828,12.00284,2.5658662,0.0
149,1.6861092,0.53111917,3.76078,9.897595,3.037495,0.0
150,0.31151342,0.72560704,2.625345,9.906105,4.531905,0.0
151,1.2599303,0.55499405,4.2388916,12.386956,3.6227322,0.0
152,0.0,0.1441429,2.4161377,8.340037,4.052491,0.0
153,1.5842165,0.6342868,4.5813117,12.594627,3.9278624,0.0
154,1.9248025,1.1938487,4.519275,11.717023,3.6889107,0.0
155,1.8078599,0.5164835,3.2173264,7.915872,2.1578782,0.0
156,1.6012763,0.6233975,3.4640799,8.8680525,2.648316,0.0
157,1.4863234,1.173263,4.5402355,12.7697115,3.8768733,0.0
158,1.7943074,0.4666182,4.202726,12.464715,4.1788335,0.0
159,1.7370664,1.0194479,4.3460913,10.80658,3.310316,0.0
160,0.0,0.0,2.5273798,11.054011,2.7405133,0.0
161,1.7252748,1.1451621,4.864926,12.777525,4.0164514,0.0
162,2.150275,0.8475686,5.13528,13.867493,4.9165797,0.0
163,1.4416455,0.6140583,3.576053,9.550983,2.840755,0.0
164,1.4649786,0.986823,4.426531,11.74831,3.5530064,0.0
165,2.0877097,1.4205558,4.942667,12.4903345,4.2359076,0.0
166,0.56702423,0.0,3.326207,14.514628,3.9642975,0.0
167,1.8216844,1.0017785,4.4613156,11.118976,3.6153147,0.0
168,1.6948522,1.1069617,4.2384477,10.993325,3.3852866,0.0
169,0.0,0.9454517,2.834193,11.949152,5.9638324,0.0
170,1.6796355,1.0217979,4.0350637,10.152865,2.971996,0.0
171,2.1412249,1.2142342,4.743331,11.347912,3.5849245,0.0
172,1.8084619,1.0624807,4.302083,10.701767,3.0666187,0.0
173,2.0007763,1.3583661,4.630779,10.734613,3.697978,0.0
174,1.9546615,0.8729169,3.7550285,8.587631,2.8196099,0.0
175,0.0,0.83311665,2.4026542,8.04298,4.2432084,0.0
176,1.4402146,0.9671591,4.6844845,12.945184,4.2538285,0.0
177,2.1617155,0.88631755,4.1764145,9.897274,2.9530156,0.0
178,0.14452505,0.0,2.4757442,10.7015915,2.3483188,0.0
179,0.102870606,0.6630895,3.2359023,11.725837,4.760795,0.0
180,1.7578334,1.1381811,4.300077,11.337153,3.6554954,0.0
181,0.0,0.44929847,1.6327474,5.8894687,3.841457,0.0
182,2.0456643,1.2345473,4.7927084,11.655368,3.62492,0.0
183,0.0,0.637315,3.0907962,11.034538,5.7300186,0.0
184,1.6695381,0.81780887,3.7200506,9.1614065,2.8003361,0.0
185,0.27497286,0.51740974,2.4390001,8.453717,4.4043703,0.0
186,1.7102927,0.96855456,4.03646,10.068887,3.1368873,0.0
187,1.5489348,0.6618564,3.4479125,8.825655,2.5647142,0.0
188,1.7762839,0.98603684,3.7953668,9.118077,2.8030205,0.0
189,0.0,0.33219418,2.8733444,10.488604,5.194565,0.0
190,1.7572016,0.918438,3.7774982,9.051192,2.9147854,0.0
191,1.6695516,0.7797563,3.4825451,8.490014,2.5929286,0.0
192,1.536062,0.7470138,3.129179,7.720739,2.2114701,0.0
193,0.27440387,0.0,2.397164,9.38244,2.2587552,0.0
194,1.684543,0.8135631,2.8703694,6.35149,1.9280295,0.0
195,0.18714681,0.0,1.4498773,7.194309,1.0718576,0.0
196,1.9166137,0.81481004,3.499019,8.096762,2.370151,0.0
197,1.4511234,0.77736926,3.4597929,9.028799,2.5988584,0.0
198,0.24970289,0.0,2.7518427,10.362205,2.653503,0.0
199,1.7982492,0.7169371,4.423187,11.5531225,3.6496575,0.0
200,0.0,0.59996235,3.0017893,12.091886,5.7543406,0.0
201,1.3893875,0.5175832,2.4944654,6.088352,1.8629704,0.0
202,0.044009767,0.16044721,1.5789572,5.8464093,2.72026,0.0
203,0.29664257,0.0,2.6167352,10.353858,2.5341263,0.0
204,1.9397292,0.7114045,3.2418323,7.366453,2.210857,0.0
205,0.18295105,0.3215357,2.1992912,7.293069,3.233503,0.0
206,0.22130427,0.0,1.9512906,8.053896,2.0293946,0.0
207,0.2424165,0.0,2.3633065,9.320211,2.2387912,0.0
208,1.9056208,1.1305293,5.7718096,15.360759,4.717839,0.0
209,1.6934769,0.6322337,3.192888,7.687198,2.2440782,0.0
210,2.0043623,0.98445064,3.8837683,8.944458,2.73837,0.0
211,1.5139012,0.5905507,2.590055,6.0066566,1.71931,0.0
212,1.6526407,0.89691615,4.3908343,11.360521,3.6767876,0.0
213,1.528618,0.69430333,2.8374054,6.798387,1.9378304,0.0
214,0.0,0.22107527,1.7925923,6.339196,3.2525592,0.0
215,2.0965016,0.61187935,4.1846795,10.381151,3.0831316,0.0
216,1.4999937,0.64152616,3.3117135,8.167008,2.7685642,0.0
217,2.2314,1.3620881,5.5202875,13.683513,4.037832,0.0
218,0.0,0.61126834,3.5405712,13.544534,6.061362,0.0
219,0.1649795,0.0,3.2148705,12.673386,3.1256332,0.0
220,0.0,1.2849095,3.3088834,11.709555,5.973531,0.0
221,1.6016054,0.59412396,3.0854936,7.60661,2.172266,0.0
222,1.4652249,0.50864965,3.2738183,8.493893,2.7133682,0.0
223,1.3654556,0.6117079,4.0064497,11.136387,3.477292,0.0
224,1.3647677,0.7028097,3.9868696,10.787586,3.461626,0.0
225,1.5729302,0.9299145,4.3219323,12.8827715,4.2119412,0.0
226,0.5997179,0.0,3.4940183,13.508423,3.818486,0.0
227,0.1986578,0.57709295,2.511248,9.158164,4.8392153,0.0
228,0.52564067,0.47364888,3.36286,10.9470005,3.1642652,0.0
229,0.65689975,0.63941383,3.9768653,12.813201,4.4333987,0.0
230,1.7115811,0.9434145,4.841627,13.657462,4.3027573,0.0
231,0.18860662,0.0,3.3418581,12.619388,3.3239403,0.0
232,0.21017447,0.0,3.0230873,11.4498005,3.1962829,0.0
233,1.9228199,0.97026294,3.4069011,7.5204773,2.306266,0.0
234,0.0,0.4327077,2.0300107,6.748583,4.2501025,0.0
235,1.7162514,1.0030562,4.444895,11.586759,3.2759843,0.0
236,0.6060105,0.49460617,3.4497602,12.660356,4.007566,0.0
237,0.0,0.623595,2.088326,7.61201,4.063243,0.0
238,0.0,0.0,3.1749432,10.770732,6.151069,0.0
239,0.047841325,0.0,3.2997825,13.334474,3.3668065,0.0
240,0.0,0.59589255,2.853265,10.451041,4.9217978,0.0
241,1.5082976,0.70525044,3.715468,9.836191,2.991729,0.0
242,1.6025908,0.7711224,3.8262413,9.799156,2.9590647,0.0
243,0.110551745,0.0,2.9758682,11.857424,2.932351,0.0
244,0.0,0.47142205,2.0224319,6.6703434,4.151334,0.0
245,0.0,0.8441427,2.6522522,9.453715,4.8845034,0.0
246,1.877392,0.78277546,3.4050744,8.054137,2.1584768,0.0
247,0.0,0.34667253,1.2343659,4.114656,3.2508495,0.0
248,1.7512511,0.70599246,3.0452201,7.051807,2.1043277,0.0
249,0.0,0.41295588,1.8332934,6.2967076,3.870668,0.0
250,1.6407697,0.39938658,2.4986312,5.901357,1.6946917,0.0
251,0.0,0.3037459,1.5772643,5.356991,3.0619085,0.0
252,1.8921429,0.6745935,3.1837325,7.227389,2.1594856,0.0
253,0.0,0.36962053,1.8746467,6.458882,4.056976,0.0
254,0.0,0.40459996,2.3794515,7.9670024,3.8353014,0.0
255,0.0,0.30079898,1.793656,5.898387,4.119357,0.0
256,0.0,0.21941227,1.9576669,6.747002,3.7148373,0.0
257,0.0,0.7496594,1.9912035,6.9872727,3.572098,0.0
258,2.0794983,0.9581441,3.540229,7.674853,2.1937304,0.0
259,0.0,0.4428494,2.2948592,7.7762694,4.5851445,0.0
260,2.0517328,0.9507871,3.5085015,7.7810307,2.0441866,0.0
261,0.0,0.3606574,1.940355,6.820009,4.359111,0.0
262,2.0405867,0.87296194,3.801711,8.789926,2.5624764,0.0
263,0.0,0.63345444,2.266112,7.955477,4.5876703,0.0
264,0.0,0.59027165,2.6864407,9.471364,4.892387,0.0
265,1.6696265,0.6206545,3.5673938,9.101102,2.695758,0.0
266,0.0,0.39421844,2.1195698,6.917727,3.9461682,0.0
267,0.0,0.75405735,3.0110352,11.816552,5.6892405,0.0
268,1.7688843,0.7873205,4.1545005,10.493854,3.2267704,0.0
269,2.1243963,0.87814957,3.5607135,7.8995547,2.1599333,0.0
270,0.0,0.4958903,1.9637367,6.887855,4.544046,0.0
271,1.6558219,0.7018353,3.8440878,9.749926,3.2753873,0.0
272,1.8315674,0.9504575,4.249037,10.54537,3.2957041,0.0
273,0.0,0.28412017,2.613914,9.81072,5.2169094,0.0
274,0.0,0.61115384,2.6604743,9.58976,5.3590956,0.0
275,1.2443129,0.51096165,3.2280583,8.992705,2.5601642,0.0
276,2.3666472,1.1799048,3.8774562,7.950093,2.3011703,0.0
277,0.0,0.5528003,1.8597455,7.0219517,4.6901445,0.0
278,0.0,0.52659637,1.8469528,6.3600454,4.163504,0.0
279,0.0,0.49014863,2.531264,8.960117,4.6516857,0.0
280,2.1185815,0.8285209,4.091832,9.5557995,3.1250758,0.0
281,1.8263596,0.7561744,3.5297518,8.286873,2.4666529,0.0
282,0.0,0.49052283,2.248836,7.5539746,4.2209735,0.0
283,2.1295657,0.8725605,2.8589072,5.493809,1.3800133,0.0
284,0.0,0.018057577,1.3542467,4.5125623,3.8627746,0.0
285,1.6690098,0.6968638,2.9048467,6.831141,1.8049977,0.0
286,0.0,0.33640978,1.8562495,6.116626,3.5316923,0.0
287,0.0,0.664706,2.8065917,9.79433,4.678651,0.0
288,2.2437172,0.80687445,2.734694,4.8731823,1.3198587,0.0
289,0.0,0.0,1.1384919,3.9676425,3.6411607,0.0
290,2.10257,0.97437376,3.387457,7.162269,1.9946749,0.0
291,0.0,0.355035,1.7999036,6.2715573,4.19427,0.0
292,1.9119971,0.7397543,2.7200243,5.6242843,1.4084128,0.0
293,1.8024392,0.7512486,2.9397066,6.4450436,1.87204,0.0
294,0.0,0.0,1.6300783,5.8633037,3.537381,0.0
295,2.0625062,0.92178625,3.001351,5.971013,1.6212398,0.0
296,0.0,0.0,1.3478769,4.5504894,3.8971837,0.0
297,1.9814037,1.0182196,3.7411427,8.519213,2.4477534,0.0
298,1.9034917,0.90602636,4.041771,9.875935,2.9638371,0.0
299,2.1087558,0.85379857,3.0993516,6.36289,1.7231978,0.0
300,1.9824322,0.7363163,3.5978777,8.278561,2.4531271,0.0
301,0.0,0.51738507,2.1629848,7.4318075,4.4499283,0.0
302,1.9062257,0.59520996,2.2881384,4.344787,1.0482278,0.0
303,0.0,0.19010231,1.0504739,3.6372526,2.8356764,0.0
304,1.9294202,0.9278989,4.425867,11.173922,3.8548083,0.0
305,2.4450986,1.283968,4.509903,10.060981,3.033479,0.0
306,0.0,0.531996,2.4669254,9.053241,5.67289,0.0
307,1.9216053,1.0346968,5.2205324,13.52474,4.444997,0.0
308,2.0237718,0.91313136,4.1478605,9.863507,3.0349607,0.0
309,0.0,0.34936848,2.4457095,9.032685,5.1173124,0.0
310,1.9784434,0.8032684,5.2922106,14.163724,4.5557456,0.0
311,2.1698515,0.8012722,3.0147572,5.9513574,1.6446128,0.0
312,0.0,0.40179318,1.5101084,5.0107937,3.8862875,0.0
313,0.0,0.63686615,1.9177215,7.21392,4.6506996,0.0
314,0.9311247,0.095907696,2.001925,6.0127106,1.6310391,0.0
315,1.928362,0.66959745,2.867512,6.3342824,1.61135,0.0
316,0.8229055,0.078097515,1.6584468,5.0317836,1.2144256,0.0
317,0.9059153,0.09071032,1.5960056,4.6909347,1.1516236,0.0
318,1.35448,0.69479054,3.4699254,8.9664345,3.1237457,0.0
319,1.6110414,0.6636828,4.8000207,13.754221,4.405439,0.0
320,1.8045652,1.105807,4.482251,11.564478,4.0323877,0.0
321,1.6822553,0.96469,4.2359724,11.148657,3.647092,0.0
322,0.0,0.45505813,2.9475508,10.048446,5.0270967,0.0
323,1.3544748,0.55824506,3.4223678,9.276476,2.682837,0.0
324,0.0,0.43804717,2.8094072,10.252259,5.1565924,0.0
325,1.3728096,0.7168992,3.8103864,10.408854,2.8894415,0.0
326,0.0,0.09596852,1.9485948,6.837784,3.8374414,0.0
327,0.0,0.38395345,2.722098,9.071244,4.3255816,0.0
328,2.1219568,0.8758323,4.4228916,10.397652,3.3392487,0.0
329,1.5608275,1.0361935,5.1471963,14.030496,4.5351176,0.0
330,1.542551,0.8986213,5.103578,14.410388,4.578304,0.0
331,0.0,0.7704497,2.9890714,9.612395,4.581877,0.0
332,1.947748,1.1073289,4.8140407,13.519352,4.296744,0.0
333,1.8692347,0.8645095,4.184454,10.226182,3.342833,0.0
334,2.0477874,1.0127558,4.863828,12.195956,4.012834,0.0
335,2.0303967,0.94335127,3.653023,8.189619,2.3965664,0.0
336,0.0,0.48679104,2.0563421,7.3475885,4.521766,0.0
337,0.08373342,0.111973606,3.4475174,15.929827,4.412065,0.0
338,1.772349,0.98981375,5.1824584,13.769626,4.561357,0.0
339,1.1502389,0.70184034,3.5096226,9.790483,3.026337,0.0
340,2.0110633,0.80488664,3.148846,6.6761913,1.933711,0.0
341,0.0,0.5106165,2.366333,8.418658,4.94714,0.0
342,0.0,0.66665727,2.540557,8.869231,4.876377,0.0
343,0.12928534,0.6499065,2.1172924,6.8829026,3.7756474,0.0
344,0.0863644,0.4389395,1.8580861,6.2345166,3.1819513,0.0
345,1.6056575,0.62854826,2.4944177,5.606288,1.5351698,0.0
346,0.0,0.20651108,1.6777966,5.8432736,3.4163673,0.0
347,1.5349282,0.73768085,3.780118,9.700072,3.2630959,0.0
348,2.2985573,0.94169384,4.1064434,9.057555,2.7767284,0.0
349,1.5496765,0.59480953,3.1519222,8.051153,2.210686,0.0
350,1.9808843,1.2620609,4.9810314,12.640726,3.7617395,0.0
351,0.0,0.49167058,3.1433458,11.806633,5.9967685,0.0
352,0.17920478,0.0,2.9274411,12.90313,3.2214394,0.0
353,2.0450184,0.67238694,2.6045482,5.0711513,1.2774202,0.0
354,2.2974691,0.97248095,4.350525,10.596273,3.3383398,0.0
355,1.6695367,0.9529287,3.7114143,9.12244,2.63306,0.0
356,2.2280142,0.98645514,3.1785178,6.1483145,1.6157525,0.0
357,1.7536367,0.7170119,2.8877294,6.601462,1.7871077,0.0
358,2.1402967,0.8549729,5.105955,13.14423,4.187747,0.0
359,1.5561831,0.86183816,4.190851,11.129706,3.3707993,0.0
360,0.551826,0.40664372,3.203513,13.53698,3.605884,0.0
361,0.0,0.32318592,2.2718606,7.6856647,4.007027,0.0
362,0.35736966,0.0,2.7125096,11.254561,2.5573306,0.0
363,0.0,0.35716033,2.148447,7.6520476,4.6070476,0.0
364,0.0,0.30529523,1.5968078,5.4646525,3.3393784,0.0
365,0.0,0.4874042,2.227614,7.1857014,4.2032423,0.0
366,0.0,0.4539837,1.7774487,5.841514,4.4778614,0.0
367,0.0,0.0,1.1167932,3.8065617,3.9640377,0.0
368,2.0939128,0.8943649,3.1845565,6.6288414,1.6916609,0.0
369,0.0,0.33524415,1.3221134,4.593302,3.6511161,0.0
370,0.10786067,0.43559432,2.1322365,7.3569427,4.0783234,0.0
371,1.9329033,0.78947806,3.5148485,8.290613,2.295733,0.0
372,0.0,0.28646654,1.622274,5.698077,4.719143,0.0
373,2.2297554,0.8135538,2.8784428,5.372174,1.4274442,0.0
374,0.0,0.3861557,1.5632349,5.279668,3.965308,0.0
375,0.0,0.40295544,1.8225926,6.0597196,4.100122,0.0
376,2.2383816,0.8341256,2.8297408,5.0731783,1.4406431,0.0
377,0.0,0.28648773,1.2748592,4.2272973,3.5476325,0.0
378,0.0,0.27851123,1.2746712,4.084021,3.7840195,0.0
379,1.7033337,0.82440513,4.288169,11.325555,3.7962043,0.0
380,2.0701435,1.0317146,3.8375564,8.694737,2.565356,0.0
381,1.8386309,0.99034816,3.155851,6.9506288,1.7621304,0.0
382,0.0,0.42186293,1.7500241,6.079167,3.8675802,0.0
383,2.0799239,0.95606273,3.0198693,5.855357,1.540354,0.0
384,1.9869064,0.865076,2.9610617,6.0985155,1.6682012,0.0
385,0.0,0.16730693,1.5391201,5.3870454,3.5963244,0.0
386,0.8146064,0.29422104,1.8324962,5.407728,1.3126327,0.0
387,1.0539776,0.2737321,2.1974208,6.0469704,1.6519988,0.0
388,0.891399,0.1435416,1.5725268,4.6111555,1.0046537,0.0
389,0.8600201,0.1766741,1.9864548,5.880587,1.5321317,0.0
390,0.8970238,0.20083338,1.7144494,4.972653,1.1285669,0.0
391,0.94267994,0.24201438,1.9300889,5.605277,1.3385075,0.0
392,1.359145,0.45594183,3.095308,8.401966,2.246679,0.0
393,1.0356961,0.31051147,2.1447444,5.9992003,1.5349534,0.0
394,1.4112514,0.97334045,3.9812198,11.155849,3.6163146,0.0
395,1.3442379,0.52721286,2.876281,7.4642944,2.1169107,0.0
396,1.6526304,0.891055,4.085317,10.5703945,3.182358,0.0
397,1.270629,0.7163914,4.3949437,12.380322,4.070779,0.0
398,0.30727583,0.0,2.6728408,11.240665,2.4036915,0.0
399,1.5323737,0.8607581,4.3624015,11.613562,3.6936774,0.0
400,0.53109026,0.0,2.9212391,12.305512,2.930719,0.0
401,1.6173308,0.996779,4.425064,11.7414055,3.198154,0.0
402,1.5708264,0.57504195,3.1266453,7.8355412,2.2465935,0.0
403,0.6628041,0.0,2.131699,9.339732,2.0708888,0.0
404,1.5262007,0.6531507,3.1697273,7.771063,2.535511,0.0
405,0.09743653,0.0,1.8975873,8.553244,1.7281606,0.0
406,0.3312019,0.0,2.7769456,11.746946,2.5517118,0.0
407,0.49784124,0.0,1.8841808,8.24982,1.4928191,0.0
408,0.6625991,0.0,2.1705043,9.972613,2.0017452,0.0
409,1.3708658,0.4774888,4.516644,12.941112,4.184818,0.0
410,1.6226069,0.7264295,3.789492,9.632328,2.8707714,0.0
411,0.423279,0.0,2.475984,10.187217,2.3431158,0.0
412,0.7099605,0.0,2.4962676,11.123881,2.6436462,0.0
413,1.9252028,0.9095683,4.6392,11.5897,3.770023,0.0
