,0,1,2,3,4
0,4.024827,0.0,18.290712,9.2549925,2.783478
1,4.596261,0.0,20.997503,10.673875,3.4126916
2,7.7928596,0.0,35.831726,19.19473,5.2835555
3,4.823759,0.0,21.026237,10.433108,3.501962
4,4.524062,0.0,21.06773,10.78367,3.4343271
5,6.441256,0.0,29.91462,16.146656,4.5364475
6,7.373424,0.0,33.39011,16.545721,5.46515
7,8.701458,0.0,39.75996,19.651537,6.2465115
8,7.7949104,0.0,34.67053,17.089788,5.863384
9,3.4425697,0.0,15.24354,7.805237,2.5685632
10,3.3478446,0.0,13.290099,6.234103,2.0235715
11,5.6972785,0.0,27.145618,13.904636,4.2444906
12,3.949749,0.0,16.388027,7.8810563,2.5070522
13,6.5365825,0.0,29.58263,14.519935,4.5525193
14,5.8396072,0.0,27.823154,15.076593,4.3625083
15,1.8886083,0.0,7.7097087,3.9515855,1.1813087
16,4.06215,0.0,16.648012,7.8878093,2.589758
17,4.9179335,0.0,20.3167,9.5939045,3.1481998
18,3.8851452,0.0,16.43052,7.9594502,2.5480285
19,1.9039409,0.0,6.6480603,3.037177,0.9644691
20,2.4197147,0.0,9.958828,4.9177356,1.4729974
21,2.792367,0.0,11.209451,5.380579,1.7117656
22,2.1193469,0.0,7.8029094,3.6503618,1.1489259
23,2.1721256,0.0,8.386919,4.045447,1.2308221
24,7.437397,0.0,34.25472,18.411938,5.5206904
25,7.6636677,0.0,34.734028,16.995005,5.391305
26,4.658616,0.0,20.668983,10.281747,3.229495
27,5.9295087,0.0,26.19631,12.759835,4.099448
28,2.635886,0.0,10.08841,4.7212358,1.5544764
29,3.4381945,0.0,14.341475,6.9916277,2.2517838
30,3.8803205,0.0,16.36737,7.879465,2.5539224
31,3.0707257,0.0,12.274828,5.809265,1.8025433
32,3.2666166,0.0,13.228565,6.3041873,2.008345
33,3.8500304,0.0,16.263002,7.8854785,2.5440276
34,3.618245,0.0,14.865413,7.1280136,2.3505888
35,2.3182607,0.0,8.588384,3.9657257,1.2322308
36,4.34355,0.0,18.797916,9.1299305,2.8330183
37,2.5678287,0.0,9.280674,4.1988688,1.3908967
38,2.5017257,0.0,9.373283,4.3318224,1.3719738
39,4.597786,0.0,19.049751,9.016999,2.9811985
40,3.7083642,0.0,15.0121565,7.1054916,2.2752268
41,3.3924224,0.0,14.093156,6.842448,2.2123113
42,3.0091524,0.0,12.593645,6.1966925,1.9342766
43,1.5866169,0.0,5.578703,2.643696,0.78323543
44,2.8386338,0.0,11.424976,5.5395823,1.7747469
45,3.202775,0.0,13.318958,6.440768,1.9857317
46,3.2009046,0.0,12.897229,6.1126885,1.952768
47,3.6520832,0.0,15.934786,7.8881483,2.4396985
48,2.388438,0.0,9.380561,4.529252,1.4140393
49,2.5907125,0.0,11.069156,5.5696707,1.6715914
50,3.8519702,0.0,17.324083,8.771143,2.7485762
51,4.20297,0.0,18.79901,9.436458,3.0374115
52,2.8575175,0.0,11.905311,5.895006,1.8509406
53,3.389922,0.0,14.7876215,7.433223,2.3907099
54,2.279839,0.0,9.4963455,4.7875214,1.4485059
55,2.6215997,0.0,11.767885,6.077255,1.8022277
56,3.1806288,0.0,14.118927,7.1622143,2.1654174
57,2.3104365,0.0,9.8803625,5.0907483,1.5233194
58,3.3328955,0.0,14.96072,7.6374087,2.3685665
59,1.6820574,0.0,6.540095,3.3035815,0.97159374
60,1.6757014,0.0,6.6815166,3.4374127,1.0133443
61,3.280273,0.0,14.763423,7.5846567,2.3533006
62,3.1637828,0.0,13.827466,6.972859,2.214878
63,2.9071548,0.0,13.117077,6.7615786,1.9825605
64,4.277159,0.0,19.350237,9.789784,3.0954897
65,2.3869524,0.0,9.864801,4.942965,1.4539994
66,2.9497535,0.0,12.660363,6.358192,2.0262616
67,1.9968476,0.0,8.302528,4.243893,1.2591265
68,5.880053,0.0,26.918682,13.5802765,4.566067
69,4.4458566,0.0,19.54122,9.826201,3.3375905
70,4.462728,0.0,19.827978,9.90334,3.2358568
71,5.547316,0.0,26.700422,15.162476,4.31046
72,7.1608887,0.0,34.18446,19.168848,6.2994275
73,6.821054,0.0,32.623825,18.483286,6.023108
74,7.933553,0.0,36.39312,19.93061,6.362983
75,6.604393,0.0,28.178215,14.019973,4.217866
76,7.4831557,0.0,34.54198,18.985323,6.136134
77,4.8833365,0.0,21.11582,10.269855,3.2779884
78,7.4514985,0.0,35.18821,19.112995,6.2713385
79,6.6431623,0.0,31.482702,16.719044,5.295152
80,4.7755976,0.0,20.840532,10.36357,3.5053227
81,6.9413424,0.0,31.314526,15.490638,5.0930347
82,7.32997,0.0,34.30724,18.423815,5.383964
83,8.0406275,0.0,36.537277,18.114145,6.1628423
84,6.790642,0.0,31.083315,15.528321,5.131535
85,6.5360994,0.0,31.94897,17.025305,4.9456773
86,8.489648,0.0,38.597103,20.364876,6.324027
87,6.7359533,0.0,30.495089,15.091335,4.798949
88,6.3853407,0.0,30.220596,16.013882,4.995866
89,7.515956,0.0,36.340893,18.945568,5.86558
90,7.34985,0.0,34.373898,17.392464,5.483759
91,6.576537,0.0,31.109283,16.70288,4.853788
92,6.457741,0.0,30.886503,16.484814,5.120252
93,7.6755238,0.0,36.961315,19.857794,5.5011272
94,7.1193523,0.0,32.90412,18.07506,5.1976304
95,6.075657,0.0,29.72275,16.007494,4.7427864
96,8.854137,0.0,38.29418,18.267023,6.133001
97,8.211468,0.0,37.790676,19.623878,6.3212123
98,7.8062334,0.0,35.83301,17.85109,5.9262447
99,7.4767613,0.0,35.597233,19.132719,5.4704094
100,7.3386116,0.0,34.175655,18.453796,5.5334926
101,8.564247,0.0,40.029667,20.233395,6.700149
102,7.9764113,0.0,35.171093,16.80049,5.3695917
103,8.34047,0.0,38.15117,21.426466,5.321871
104,7.3559904,0.0,34.65861,18.482254,5.4169636
105,0.0,0.0,51.459755,20.825235,20.515064
106,8.985398,0.0,37.29333,17.34015,6.2447877
107,7.5553946,0.0,36.20771,18.373077,5.779148
108,7.0170283,0.0,33.525818,17.91462,5.3006806
109,5.8221035,0.0,26.096684,12.998029,4.3150353
110,6.8348074,0.0,34.02039,18.136305,5.3902926
111,3.3492484,0.0,14.649049,7.3480115,2.2867436
112,4.764758,0.0,21.509182,10.8170185,3.3576171
113,6.3138084,0.0,29.16159,14.748502,4.736444
114,4.923255,0.0,23.03164,11.739717,3.585203
115,1.2422087,0.0,4.415545,2.2559268,0.65719
116,6.6553316,0.0,31.402906,15.863404,4.877404
117,4.9708543,0.0,22.658255,11.431633,3.5437558
118,1.8436852,0.0,7.325544,3.7161674,1.0907356
119,4.7865214,0.0,20.547646,10.000948,3.122138
120,5.6067715,0.0,28.697031,15.890235,4.916193
121,7.356328,0.0,32.290695,18.492348,5.5171695
122,6.824437,0.0,29.013048,13.937319,4.662958
123,6.9545193,0.0,36.530533,19.838419,4.6997585
124,7.8184032,0.0,32.333767,15.267919,4.8998575
125,6.713982,0.0,28.69417,13.977032,4.288318
126,7.268996,0.0,28.96121,14.134515,4.146184
127,7.512535,0.0,35.65158,18.676674,6.395237
128,6.539912,0.0,28.104694,13.566835,4.2968574
129,3.3838708,0.0,16.910604,9.933297,3.4455364
130,2.879003,0.0,13.610981,7.555658,2.704595
